"","support","confidence","lift","count","lhs","rhs"
"1173",0.309228650137741,0.376046901172529,1.03217410302932,449,"{Uses.Computer.At.Home=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1201",0.172176308539945,0.461254612546125,1.03195947213709,250,"{Has.Used.Spreadsheet=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Yes}"
"824",0.176308539944904,0.375917767988253,1.03181965806983,256,"{CS.Uses.Little.Math=No,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"264",0.131542699724518,0.194699286442406,1.03176410187727,191,"{Uses.Computer.At.Library=No,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=No}"
"1028",0.184573002754821,0.375876577840112,1.03170659928893,268,"{CS.Only.Teaches.To.Use.Software=No,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1038",0.231404958677686,0.375838926174497,1.03160325294021,336,"{Has.Used.Internet=Yes,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"176",0.110192837465565,0.194647201946472,1.03148809206671,160,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=No}"
"1194",0.154269972451791,0.460905349794239,1.03117807072609,224,"{CS.Fosters.Creativity=Yes,
Has.Used.Spreadsheet=Yes} ","{Would.Enroll.In.CS=Yes}"
"213",0.123278236914601,0.194565217391304,1.03105363376706,179,"{Has.Used.Social.Network=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=No}"
"1090",0.216253443526171,0.375598086124402,1.03094219480649,314,"{CS.Enables.Interdisciplinary.Experiences=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Maybe}"
"1084",0.241046831955923,0.375536480686695,1.0307731001079,350,"{CS.Only.Teaches.To.Use.Software=No,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=Maybe}"
"981",0.18801652892562,0.375515818431912,1.03071638631973,273,"{CS.Is.Prestigious=Yes,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Maybe}"
"1147",0.288567493112948,0.375448028673835,1.03053031688924,419,"{Uses.Computer.At.Home=Yes,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1258",0.136363636363636,0.46046511627907,1.03019314150572,198,"{Field.Of.Interest=Biology-Health Sciences,
Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Yes}"
"1367",0.172176308539945,0.460405156537753,1.03005899428785,250,"{CS.Provides.Good.Wages=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Yes}"
"1589",0.255509641873278,0.46029776674938,1.02981873238844,371,"{CS.Is.Prestigious=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Yes}"
"1635",0.231404958677686,0.46027397260274,1.02976549802647,336,"{Uses.Computer.At.Library=No,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Yes}"
"1575",0.18732782369146,0.460236886632826,1.02968252602598,272,"{CS.Is.Prestigious=Yes,
Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Yes}"
"38",0.109504132231405,0.375,1.02930056710775,159,"{CS.Work.Has.Long.Hours=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"385",0.109504132231405,0.375,1.02930056710775,159,"{Year=2011,
CS.Work.Has.Long.Hours=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"960",0.165289256198347,0.375,1.02930056710775,240,"{Has.Used.Text.Editor=Yes,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Maybe}"
"971",0.161157024793388,0.375,1.02930056710775,234,"{CS.Is.Prestigious=Yes,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"116",0.331955922865014,0.459923664122137,1.02898175701902,482,"{CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Yes}"
"1705",0.331955922865014,0.459923664122137,1.02898175701902,482,"{Year=2011,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Yes}"
"799",0.153581267217631,0.374789915966387,1.02872392813458,223,"{CS.Requires.Knowledge.In.Computers=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"527",0.12603305785124,0.459798994974874,1.02870283621497,183,"{Uses.Computer.At.Relatives.House=No,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Yes}"
"1160",0.299586776859504,0.374677002583979,1.02841400331179,435,"{Uses.Computer.At.Home=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"205",0.115702479338843,0.193995381062356,1.02803391716256,168,"{Has.Used.Database=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=No}"
"823",0.163223140495868,0.374407582938389,1.02767449986113,237,"{CS.Uses.Little.Math=No,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Maybe}"
"986",0.211432506887052,0.374390243902439,1.02762690764904,307,"{CS.Is.Prestigious=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"686",0.144628099173554,0.374331550802139,1.02746580673857,210,"{Field.Of.Interest=Biology-Health Sciences,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"964",0.190771349862259,0.374324324324324,1.02744597149134,277,"{Has.Used.Spreadsheet=No,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"172",0.104683195592287,0.193877551020408,1.02740950394756,152,"{CS.Fosters.Creativity=Yes,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=No}"
"804",0.161845730027548,0.374203821656051,1.02711521558523,235,"{CS.Requires.Knowledge.In.Computers=Yes,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"1155",0.28168044077135,0.37419945105215,1.02710321914503,409,"{Uses.Computer.At.Work=No,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"678",0.111570247933884,0.374133949191686,1.02692342953937,162,"{Field.Of.Interest=Biology-Health Sciences,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1080",0.21900826446281,0.374117647058824,1.02687868342044,318,"{CS.Only.Teaches.To.Use.Software=No,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Maybe}"
"1197",0.169421487603306,0.458955223880597,1.02681507715659,246,"{Has.Used.Spreadsheet=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Yes}"
"982",0.202479338842975,0.374045801526718,1.02668148169526,294,"{CS.Is.Prestigious=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"65",0.198347107438017,0.374025974025974,1.02662705914124,288,"{CS.Uses.Little.Math=No} ","{Would.Enroll.In.CS=Maybe}"
"830",0.198347107438017,0.374025974025974,1.02662705914124,288,"{Year=2011,
CS.Uses.Little.Math=No} ","{Would.Enroll.In.CS=Maybe}"
"1278",0.107438016528926,0.458823529411765,1.02652043868395,156,"{Higher.Education.Required.To.Work.In.CS=Yes,
Uses.Computer.At.School=Yes} ","{Would.Enroll.In.CS=Yes}"
"1141",0.285123966942149,0.373983739837398,1.02651113467656,414,"{CS.Fosters.Creativity=Yes,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"1171",0.308539944903581,0.373956594323873,1.02643662562999,448,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1089",0.207300275482094,0.373913043478261,1.02631708720309,301,"{CS.Enables.Interdisciplinary.Experiences=Yes,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1101",0.232782369146006,0.373893805309735,1.02626428224903,338,"{Uses.Computer.At.Library=No,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1085",0.243801652892562,0.373812038014784,1.02603984725419,354,"{CS.Only.Teaches.To.Use.Software=No,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"985",0.205922865013774,0.37375,1.02586956521739,299,"{CS.Is.Prestigious=Yes,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=Maybe}"
"383",0.101928374655647,0.373737373737374,1.02583490863264,148,"{CS.Work.Has.Long.Hours=Maybe,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"761",0.101928374655647,0.373737373737374,1.02583490863264,148,"{CS.Uses.Little.Math=No,
CS.Provides.Good.Wages=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1392",0.159779614325069,0.458498023715415,1.02579218865144,232,"{CS.Requires.Knowledge.In.Computers=Yes,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Yes}"
"1149",0.285123966942149,0.373646209386282,1.0255846805839,414,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"803",0.15771349862259,0.373572593800979,1.02538262041403,229,"{CS.Requires.Knowledge.In.Computers=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"827",0.179063360881543,0.373563218390805,1.025356886774,260,"{CS.Uses.Little.Math=No,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1154",0.28168044077135,0.37351598173516,1.02522723153016,409,"{Uses.Computer.At.Home=Yes,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Maybe}"
"75",0.254132231404959,0.373481781376518,1.02513335833403,369,"{Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1042",0.254132231404959,0.373481781376518,1.02513335833403,369,"{Year=2011,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1046",0.207300275482094,0.373449131513648,1.02504374094105,301,"{Uses.Computer.At.Library=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"1300",0.105371900826446,0.458083832335329,1.02486552319091,153,"{Most.CS.Students.Are.Male=Yes,
CS.Provides.Good.Wages=Yes} ","{Would.Enroll.In.CS=Yes}"
"835",0.130853994490358,0.37328094302554,1.02458209692455,190,"{CS.Has.Low.Employability=No,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1081",0.236225895316804,0.373231773667029,1.02444713679495,343,"{CS.Only.Teaches.To.Use.Software=No,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1409",0.130853994490358,0.457831325301205,1.02430059219931,190,"{CS.Uses.Little.Math=No,
Uses.Computer.At.School=No} ","{Would.Enroll.In.CS=Yes}"
"204",0.115013774104683,0.193287037037037,1.0242802108678,167,"{Has.Used.For.Development=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=No}"
"1161",0.305785123966942,0.373109243697479,1.02411081634922,444,"{Has.Used.Social.Network=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"798",0.146694214876033,0.373029772329247,1.02389268321752,213,"{CS.Requires.Knowledge.In.Computers=Yes,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Maybe}"
"1446",0.18595041322314,0.457627118644068,1.02384372306808,270,"{CS.Has.Low.Employability=No,
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=Yes}"
"1199",0.170798898071625,0.457564575645756,1.02370379636,248,"{Has.Used.Spreadsheet=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Yes}"
"1036",0.233471074380165,0.372937293729373,1.02363884781673,339,"{Has.Used.Email=Yes,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"71",0.225895316804408,0.372727272727273,1.02306238185255,328,"{Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Maybe}"
"968",0.225895316804408,0.372727272727273,1.02306238185255,328,"{Year=2011,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Maybe}"
"1190",0.136363636363636,0.457274826789838,1.02305554468235,198,"{CS.Enables.Interdisciplinary.Experiences=Yes,
Has.Used.Spreadsheet=Yes} ","{Would.Enroll.In.CS=Yes}"
"1140",0.28030303030303,0.372710622710623,1.02301668086167,407,"{CS.Fosters.Creativity=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"117",0.351928374655647,0.457066189624329,1.02258876322731,511,"{Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=Yes}"
"1717",0.351928374655647,0.457066189624329,1.02258876322731,511,"{Year=2011,
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=Yes}"
"1169",0.298898071625344,0.372532188841202,1.02252691530704,434,"{Uses.Computer.At.Home=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1086",0.244490358126722,0.372507869884575,1.02246016459812,355,"{CS.Only.Teaches.To.Use.Software=No,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"103",0.245179063360882,0.456996148908858,1.02243206196558,356,"{CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=Yes}"
"1458",0.245179063360882,0.456996148908858,1.02243206196558,356,"{Year=2011,
CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=Yes}"
"1151",0.268595041322314,0.372492836676218,1.02241890142508,390,"{Uses.Computer.At.Work=No,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1195",0.175619834710744,0.456989247311828,1.02241662110443,255,"{Has.Used.Text.Editor=Yes,
Has.Used.Spreadsheet=Yes} ","{Would.Enroll.In.CS=Yes}"
"161",0.108815426997245,0.192918192918193,1.02232560626721,158,"{Has.Used.Spreadsheet=No,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=No}"
"1045",0.18595041322314,0.372413793103448,1.02220194250701,270,"{CS.Enables.Interdisciplinary.Experiences=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"666",0.138429752066116,0.372222222222222,1.02167611846251,201,"{Uses.Computer.At.Lan.House=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1156",0.294765840220386,0.372173913043478,1.02154351935563,428,"{Uses.Computer.At.Work=No,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"168",0.106060606060606,0.192740926157697,1.02138622182838,154,"{Uses.Computer.At.Relatives.House=Yes,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=No}"
"1710",0.296143250688705,0.456475583864119,1.02126740796718,430,"{Uses.Computer.At.Work=No,
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=Yes}"
"89",0.333333333333333,0.372021521906226,1.02112523593164,484,"{Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1175",0.333333333333333,0.372021521906226,1.02112523593164,484,"{Year=2011,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=Maybe}"
"684",0.139118457300275,0.372007366482505,1.02108638210321,202,"{Field.Of.Interest=Biology-Health Sciences,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Maybe}"
"826",0.179063360881543,0.371959942775393,1.02095621344021,260,"{CS.Uses.Little.Math=No,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1037",0.214876033057851,0.371871275327771,1.02071283889589,312,"{Has.Used.Games=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"96",0.196969696969697,0.456140350877193,1.02051739518287,286,"{Field.Of.Interest=Biology-Health Sciences} ","{Would.Enroll.In.CS=Yes}"
"1276",0.196969696969697,0.456140350877193,1.02051739518287,286,"{Year=2011,
Field.Of.Interest=Biology-Health Sciences} ","{Would.Enroll.In.CS=Yes}"
"1591",0.257575757575758,0.45609756097561,1.02042166184374,374,"{CS.Is.Prestigious=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Yes}"
"7",0.103305785123967,0.192554557124519,1.02039860198832,150,"{CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=No}"
"139",0.103305785123967,0.192554557124519,1.02039860198832,150,"{Year=2011,
CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=No}"
"1449",0.207300275482094,0.456060606060606,1.02033898305085,301,"{CS.Has.Low.Employability=No,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=Yes}"
"801",0.153581267217631,0.371666666666667,1.02015122873346,223,"{CS.Requires.Knowledge.In.Computers=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1434",0.149449035812672,0.455882352941176,1.01994017946161,217,"{CS.Has.Low.Employability=No,
CS.Work.Has.Long.Hours=No} ","{Would.Enroll.In.CS=Yes}"
"784",0.102617079889807,0.371571072319202,1.01988884122397,149,"{CS.Requires.Knowledge.In.Computers=Yes,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Maybe}"
"1033",0.207988980716253,0.371463714637146,1.01959416569591,302,"{CS.Fosters.Creativity=Yes,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"975",0.179063360881543,0.371428571428571,1.01949770456387,260,"{CS.Is.Prestigious=Yes,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Maybe}"
"652",0.114325068870523,0.371364653243848,1.01932226183378,166,"{Uses.Computer.At.Relatives.House=Yes,
Uses.Computer.At.Lan.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"185",0.116391184573003,0.19226393629124,1.01885852370394,169,"{Uses.Computer.At.Relatives.House=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=No}"
"659",0.117079889807163,0.37117903930131,1.0188127884036,170,"{Uses.Computer.At.Lan.House=Yes,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"984",0.205922865013774,0.370967741935484,1.01823281907433,299,"{CS.Is.Prestigious=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"26",0.168044077134986,0.192125984251969,1.01812747859072,244,"{Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=No}"
"324",0.168044077134986,0.192125984251969,1.01812747859072,244,"{Year=2011,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=No}"
"1304",0.111570247933884,0.455056179775281,1.01809179203961,162,"{Most.CS.Students.Are.Male=Yes,
Uses.Computer.At.School=No} ","{Would.Enroll.In.CS=Yes}"
"838",0.140495867768595,0.370909090909091,1.01807183364839,204,"{CS.Has.Low.Employability=No,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Maybe}"
"959",0.179063360881543,0.370898716119829,1.01804335691114,260,"{CS.Fosters.Creativity=Yes,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Maybe}"
"674",0.108815426997245,0.370892018779343,1.01802497404084,158,"{Field.Of.Interest=Biology-Health Sciences,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"974",0.163223140495868,0.370892018779343,1.01802497404084,237,"{CS.Only.Teaches.To.Use.Software=No,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"22",0.15702479338843,0.192080876158382,1.01788843862033,228,"{CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=No}"
"298",0.15702479338843,0.192080876158382,1.01788843862033,228,"{Year=2011,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=No}"
"946",0.206611570247934,0.370828182941904,1.0178497573377,300,"{Uses.Computer.At.Lan.House=No,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"979",0.197658402203857,0.370801033591731,1.01777523776029,287,"{CS.Fosters.Creativity=Yes,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"91",0.345730027548209,0.370753323485968,1.01764428298984,502,"{Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"1178",0.345730027548209,0.370753323485968,1.01764428298984,502,"{Year=2011,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"12",0.12603305785124,0.19202518363064,1.01759330887478,183,"{Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=No}"
"181",0.12603305785124,0.19202518363064,1.01759330887478,183,"{Year=2011,
Uses.Computer.At.Friends.House=Yes} ","{Would.Enroll.In.CS=No}"
"939",0.177685950413223,0.370689655172414,1.01746952610651,258,"{Uses.Computer.At.Lan.House=No,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1139",0.273415977961433,0.370681605975724,1.01744743265926,397,"{CS.Fosters.Creativity=Yes,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1440",0.162534435261708,0.454720616570328,1.01734104046243,236,"{CS.Has.Low.Employability=No,
Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Yes}"
"669",0.139118457300275,0.370642201834862,1.01733927611384,202,"{Uses.Computer.At.Lan.House=Yes,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"1165",0.289944903581267,0.370598591549296,1.01721957453606,421,"{Uses.Computer.At.Home=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"515",0.103305785123967,0.454545454545455,1.01694915254237,150,"{CS.Only.Teaches.To.Use.Software=No,
Uses.Computer.At.Relatives.House=No} ","{Would.Enroll.In.CS=Yes}"
"1198",0.141184573002755,0.454545454545455,1.01694915254237,205,"{Has.Used.Spreadsheet=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Yes}"
"1271",0.175619834710744,0.454545454545455,1.01694915254237,255,"{Field.Of.Interest=Biology-Health Sciences,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Yes}"
"1577",0.189393939393939,0.454545454545455,1.01694915254237,275,"{CS.Is.Prestigious=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=Yes}"
"1698",0.271349862258953,0.454440599769319,1.01671456219577,394,"{CS.Enables.Interdisciplinary.Experiences=Yes,
Uses.Computer.At.Work=No} ","{Would.Enroll.In.CS=Yes}"
"1035",0.213498622589532,0.37037037037037,1.01659315269901,310,"{Uses.Computer.At.Work=No,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1587",0.245867768595041,0.454198473282443,1.01617285547936,357,"{CS.Is.Prestigious=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Yes}"
"844",0.159090909090909,0.370192307692308,1.01610440599098,231,"{CS.Has.Low.Employability=No,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Maybe}"
"664",0.131542699724518,0.37015503875969,1.01600211016837,191,"{Uses.Computer.At.Lan.House=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"223",0.111570247933884,0.191715976331361,1.01595473588736,162,"{Uses.Computer.At.Work=No,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"72",0.224517906336088,0.370034052213394,1.01567002611313,326,"{CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"988",0.224517906336088,0.370034052213394,1.01567002611313,326,"{Year=2011,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"963",0.208677685950413,0.36996336996337,1.01547601736638,303,"{Has.Used.Spreadsheet=No,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"90",0.334022038567493,0.369946605644546,1.01543000263872,485,"{Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1177",0.334022038567493,0.369946605644546,1.01543000263872,485,"{Year=2011,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"183",0.110192837465565,0.191616766467066,1.01542899602255,160,"{Uses.Computer.At.Relatives.House=Yes,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"1148",0.285812672176309,0.369875222816399,1.01523407094407,415,"{Has.Used.Text.Editor=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1144",0.278925619834711,0.36986301369863,1.01520055933915,405,"{Has.Used.Text.Editor=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1453",0.212809917355372,0.45374449339207,1.01515717165684,309,"{CS.Has.Low.Employability=No,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Yes}"
"1166",0.289944903581267,0.369622475856014,1.01454033070498,421,"{Has.Used.Social.Network=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"217",0.101239669421488,0.19140625,1.01431341240876,147,"{CS.Enables.Interdisciplinary.Experiences=Yes,
Has.Used.Image.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"1153",0.272038567493113,0.369504209541628,1.0142157131464,395,"{Uses.Computer.At.Work=No,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"312",0.151515151515152,0.191304347826087,1.01377340526817,220,"{Uses.Computer.At.Work=No,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=No}"
"822",0.165289256198347,0.369230769230769,1.01346517376763,240,"{CS.Uses.Little.Math=No,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1642",0.261707988980716,0.452920143027414,1.01331286236642,380,"{Has.Used.Games=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Yes}"
"956",0.179752066115702,0.369165487977369,1.01328598968457,261,"{Uses.Computer.At.Library=No,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Maybe}"
"944",0.205922865013774,0.369135802469136,1.01320450885668,299,"{Uses.Computer.At.Home=Yes,
Uses.Computer.At.Lan.House=No} ","{Would.Enroll.In.CS=Maybe}"
"1167",0.303719008264463,0.369037656903766,1.01293511876043,441,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"942",0.190082644628099,0.368983957219251,1.01278772378517,276,"{Uses.Computer.At.Lan.House=No,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"1159",0.294765840220386,0.368965517241379,1.01273710970602,428,"{Has.Used.Internet=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"554",0.105371900826446,0.452662721893491,1.01273693711764,153,"{Uses.Computer.At.Friends.House=No,
Uses.Computer.At.Lan.House=No} ","{Would.Enroll.In.CS=Yes}"
"1561",0.220385674931129,0.452616690240453,1.01263395104644,320,"{Uses.Computer.At.Library=No,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Yes}"
"70",0.214187327823691,0.368920521945433,1.01261360654966,311,"{Uses.Computer.At.Lan.House=No} ","{Would.Enroll.In.CS=Maybe}"
"947",0.214187327823691,0.368920521945433,1.01261360654966,311,"{Year=2011,
Uses.Computer.At.Lan.House=No} ","{Would.Enroll.In.CS=Maybe}"
"86",0.321625344352617,0.368878357030016,1.01249787222605,467,"{Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1163",0.321625344352617,0.368878357030016,1.01249787222605,467,"{Year=2011,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=Maybe}"
