"","support","confidence","lift","count","lhs","rhs"
"1139",0.113253012048193,0.505376344086022,1.09806901987277,47,"{CS.Only.Teaches.To.Use.Software=No,
CS.Uses.Little.Math=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"237",0.110843373493976,0.285714285714286,1.0978835978836,46,"{Has.Used.Email=Yes,
CS.Work.Has.Long.Hours=Maybe} ","{Would.Enroll.In.CS=No}"
"427",0.149397590361446,0.285714285714286,1.0978835978836,62,"{Uses.Computer.At.Lan.House=No,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=No}"
"818",0.139759036144578,0.306878306878307,1.0978835978836,58,"{Has.Used.For.Creating.Web.Pages=No,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Yes}"
"761",0.130120481927711,0.306818181818182,1.09766849529781,54,"{Uses.Computer.At.Library=No,
CS.Work.Has.Long.Hours=Maybe} ","{Would.Enroll.In.CS=Yes}"
"1140",0.12289156626506,0.504950495049505,1.09714374578819,51,"{Has.Used.Games=Yes,
CS.Uses.Little.Math=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"728",0.110843373493976,0.306666666666667,1.09712643678161,46,"{Has.Used.Image.Editor=Yes,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Yes}"
"1046",0.212048192771084,0.306620209059233,1.09696023068605,88,"{Uses.Computer.At.Library=No,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=Yes}"
"1461",0.125301204819277,0.504854368932039,1.0969348853759,52,"{Field.Of.Interest=Biology-Health Sciences,
Uses.Computer.At.Relatives.House=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1311",0.132530120481928,0.504587155963303,1.09635429175273,55,"{Higher.Education.Required.To.Work.In.CS=Yes,
CS.Has.Low.Employability=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"453",0.185542168674699,0.285185185185185,1.09585048010974,77,"{Uses.Computer.At.Library=No,
CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=No}"
"1154",0.144578313253012,0.504201680672269,1.0955167407277,60,"{Has.Used.Internet=Yes,
CS.Uses.Little.Math=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1346",0.149397590361446,0.504065040650406,1.09521985272209,62,"{Uses.Computer.At.Lan.House=No,
CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=Maybe}"
"646",0.108433734939759,0.306122448979592,1.09517945109078,45,"{Uses.Computer.At.Library=No,
CS.Work.Has.Long.Hours=No} ","{Would.Enroll.In.CS=Yes}"
"1236",0.151807228915663,0.504,1.09507853403141,63,"{Has.Used.Text.Editor=Yes,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1240",0.16144578313253,0.503759398496241,1.09455576113058,67,"{Has.Used.Email=Yes,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"13",0.108433734939759,0.284810126582278,1.09440928270042,45,"{CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=No}"
"201",0.108433734939759,0.284810126582278,1.09440928270042,45,"{Year=2019,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=No}"
"1637",0.171084337349398,0.50354609929078,1.09409230997735,71,"{Has.Used.Text.Editor=Yes,
Has.Used.Image.Editor=No} ","{Would.Enroll.In.CS=Maybe}"
"1247",0.173493975903614,0.503496503496504,1.09398454948193,72,"{Has.Used.Social.Network=Yes,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1382",0.178313253012048,0.503401360544218,1.09377782526623,74,"{Has.Used.Games=Yes,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1608",0.183132530120482,0.503311258278146,1.09358205332686,76,"{Uses.Computer.At.Lan.House=No,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1386",0.187951807228916,0.503225806451613,1.09339638574565,78,"{CS.Requires.Knowledge.In.Computers=Yes,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1392",0.195180722891566,0.503105590062112,1.09313518259569,81,"{Has.Used.For.Creating.Web.Pages=No,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1657",0.197590361445783,0.503067484662577,1.0930523881412,82,"{Uses.Computer.At.Lan.House=No,
CS.Provides.Good.Wages=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1661",0.202409638554217,0.502994011976048,1.09289274853434,84,"{Has.Used.Text.Editor=Yes,
CS.Provides.Good.Wages=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1393",0.204819277108434,0.502958579881657,1.09281576257009,85,"{Uses.Computer.At.Work=No,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1570",0.240963855421687,0.50251256281407,1.09184666789445,100,"{Has.Used.Social.Network=Yes,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1572",0.24578313253012,0.502463054187192,1.09173909679416,102,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1645",0.250602409638554,0.502415458937198,1.09163568303108,104,"{Has.Used.Image.Editor=No,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"1750",0.250602409638554,0.502415458937198,1.09163568303108,104,"{Has.Used.Spreadsheet=No,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=Maybe}"
"309",0.11566265060241,0.284023668639053,1.0913872452334,48,"{Uses.Computer.At.Home=Yes,
Has.Used.Image.Editor=No} ","{Would.Enroll.In.CS=No}"
"367",0.11566265060241,0.284023668639053,1.0913872452334,48,"{Educational.Stage=High School (10th Grade),
Uses.Computer.At.Friends.House=No} ","{Would.Enroll.In.CS=No}"
"304",0.101204819277108,0.283783783783784,1.09046546546547,42,"{Has.Used.Image.Editor=No,
CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=No}"
"1035",0.212048192771084,0.304498269896194,1.08936881040449,88,"{Uses.Computer.At.Library=No,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Yes}"
"431",0.168674698795181,0.283400809716599,1.08899385215175,70,"{Uses.Computer.At.Lan.House=No,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=No}"
"1005",0.190361445783133,0.303846153846154,1.08703580901857,79,"{Has.Used.Text.Editor=Yes,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Yes}"
"757",0.11566265060241,0.30379746835443,1.0868616324749,48,"{CS.Work.Has.Long.Hours=Maybe,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Yes}"
"5",0.110843373493976,0.5,1.08638743455497,46,"{Uses.Computer.At.School=Yes} ","{Would.Enroll.In.CS=Maybe}"
"146",0.103614457831325,0.5,1.08638743455497,43,"{Uses.Computer.At.School=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Maybe}"
"148",0.110843373493976,0.5,1.08638743455497,46,"{Year=2019,
Uses.Computer.At.School=Yes} ","{Would.Enroll.In.CS=Maybe}"
"176",0.103614457831325,0.5,1.08638743455497,43,"{Educational.Stage=Middle School,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"181",0.110843373493976,0.5,1.08638743455497,46,"{Educational.Stage=Middle School,
Uses.Computer.At.Digital.Inclusion.Center=No} ","{Would.Enroll.In.CS=Maybe}"
"1122",0.110843373493976,0.5,1.08638743455497,46,"{Uses.Computer.At.Lan.House=No,
Family.Approves.CS.Major=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1195",0.151807228915663,0.5,1.08638743455497,63,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1228",0.106024096385542,0.5,1.08638743455497,44,"{Higher.Education.Required.To.Work.In.CS=Yes,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1261",0.120481927710843,0.5,1.08638743455497,50,"{Has.Used.Spreadsheet=No,
CS.Work.Has.Long.Hours=No} ","{Would.Enroll.In.CS=Maybe}"
"1305",0.101204819277108,0.5,1.08638743455497,42,"{Most.CS.Students.Are.Male=Yes,
CS.Has.Low.Employability=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1335",0.108433734939759,0.5,1.08638743455497,45,"{Field.Of.Interest=Biology-Health Sciences,
CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=Maybe}"
"1337",0.110843373493976,0.5,1.08638743455497,46,"{Uses.Computer.At.Relatives.House=No,
CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=Maybe}"
"1388",0.190361445783133,0.5,1.08638743455497,79,"{Has.Used.Email=Yes,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1395",0.216867469879518,0.5,1.08638743455497,90,"{Has.Used.Social.Network=Yes,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1396",0.221686746987952,0.5,1.08638743455497,92,"{Has.Used.Internet=Yes,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1397",0.221686746987952,0.5,1.08638743455497,92,"{Uses.Computer.At.Digital.Inclusion.Center=No,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1424",0.2,0.5,1.08638743455497,83,"{Uses.Computer.At.Library=No,
Family.Approves.CS.Major=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1547",0.132530120481928,0.5,1.08638743455497,55,"{Most.CS.Students.Are.Male=Yes,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1557",0.190361445783133,0.5,1.08638743455497,79,"{Has.Used.Games=Yes,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1559",0.207228915662651,0.5,1.08638743455497,86,"{Has.Used.Text.Editor=Yes,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1563",0.221686746987952,0.5,1.08638743455497,92,"{Has.Used.Email=Yes,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1605",0.146987951807229,0.5,1.08638743455497,61,"{Educational.Stage=High School (10th Grade),
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1635",0.183132530120482,0.5,1.08638743455497,76,"{Has.Used.Image.Editor=No,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1646",0.233734939759036,0.5,1.08638743455497,97,"{Uses.Computer.At.Work=No,
Has.Used.Image.Editor=No} ","{Would.Enroll.In.CS=Maybe}"
"1737",0.267469879518072,0.5,1.08638743455497,111,"{Educational.Stage=High School (10th Grade),
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1902",0.344578313253012,0.5,1.08638743455497,143,"{Has.Used.Email=Yes,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1024",0.204819277108434,0.303571428571429,1.08605295566502,85,"{Uses.Computer.At.School=No,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Yes}"
"81",0.236144578313253,0.303405572755418,1.08545959218533,98,"{Uses.Computer.At.School=No} ","{Would.Enroll.In.CS=Yes}"
"1030",0.236144578313253,0.303405572755418,1.08545959218533,98,"{Year=2019,
Uses.Computer.At.School=No} ","{Would.Enroll.In.CS=Yes}"
"1028",0.219277108433735,0.303333333333333,1.08520114942529,91,"{Uses.Computer.At.School=No,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Yes}"
"1085",0.243373493975904,0.303303303303303,1.08509371440406,101,"{Uses.Computer.At.Library=No,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Yes}"
"683",0.120481927710843,0.303030303030303,1.08411703239289,50,"{Has.Used.Social.Network=Yes,
CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=Yes}"
"554",0.197590361445783,0.281786941580756,1.08279241440753,82,"{Uses.Computer.At.Home=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=No}"
"379",0.144578313253012,0.28169014084507,1.08242044861763,60,"{Educational.Stage=High School (10th Grade),
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=No}"
"1695",0.248192771084337,0.497584541062802,1.08113918607886,103,"{Has.Used.Social.Network=Yes,
CS.Uses.Little.Math=No} ","{Would.Enroll.In.CS=Maybe}"
"1564",0.221686746987952,0.497297297297297,1.08051507004387,92,"{Uses.Computer.At.Home=Yes,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"640",0.108433734939759,0.302013422818792,1.08047905577413,45,"{Has.Used.Spreadsheet=Yes,
Has.Used.Internet=Yes} ","{Would.Enroll.In.CS=Yes}"
"1615",0.216867469879518,0.497237569060773,1.08038529403257,90,"{CS.Fosters.Creativity=Yes,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1485",0.209638554216867,0.497142857142857,1.08017950635752,87,"{Uses.Computer.At.Relatives.House=Yes,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1618",0.207228915662651,0.497109826589595,1.08010773840148,86,"{Has.Used.Database=No,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1642",0.202409638554217,0.497041420118343,1.07995910653986,84,"{Uses.Computer.At.Home=Yes,
Has.Used.Image.Editor=No} ","{Would.Enroll.In.CS=Maybe}"
"1942",0.392771084337349,0.496951219512195,1.07976312092964,163,"{Has.Used.Social.Network=Yes,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1330",0.195180722891566,0.496932515337423,1.07972248096875,81,"{Has.Used.Social.Network=Yes,
CS.Has.Low.Employability=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1610",0.195180722891566,0.496932515337423,1.07972248096875,81,"{Has.Used.Games=Yes,
CS.Is.Prestigious=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1560",0.190361445783133,0.49685534591195,1.07955480918041,79,"{Uses.Computer.At.School=No,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1329",0.187951807228916,0.496815286624204,1.07946776936673,78,"{Has.Used.For.Development=No,
CS.Has.Low.Employability=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1555",0.185542168674699,0.496774193548387,1.0793784833643,77,"{Uses.Computer.At.Lan.House=No,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1579",0.173493975903614,0.496551724137931,1.07889510742011,72,"{Educational.Stage=High School (10th Grade),
Uses.Computer.At.Relatives.House=No} ","{Would.Enroll.In.CS=Maybe}"
"1356",0.171084337349398,0.496503496503497,1.07879031962802,71,"{Has.Used.Database=No,
CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=Maybe}"
"1353",0.166265060240964,0.496402877697842,1.07857169761573,69,"{CS.Has.Low.Employability=No,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1243",0.16144578313253,0.496296296296296,1.07834012022494,67,"{Uses.Computer.At.Library=No,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1827",0.320481927710843,0.496268656716418,1.07828006564038,133,"{Has.Used.Games=Yes,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1241",0.159036144578313,0.496240601503759,1.07821910797937,66,"{Uses.Computer.At.Home=Yes,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"55",0.113253012048193,0.301282051282051,1.07786251105217,47,"{Has.Used.Spreadsheet=Yes} ","{Would.Enroll.In.CS=Yes}"
"642",0.113253012048193,0.301282051282051,1.07786251105217,47,"{Year=2019,
Has.Used.Spreadsheet=Yes} ","{Would.Enroll.In.CS=Yes}"
"98",0.151807228915663,0.496062992125984,1.07783320278682,63,"{CS.Uses.Little.Math=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1156",0.151807228915663,0.496062992125984,1.07783320278682,63,"{Year=2019,
CS.Uses.Little.Math=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1238",0.151807228915663,0.496062992125984,1.07783320278682,63,"{CS.Is.Prestigious=Maybe,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1553",0.149397590361446,0.496,1.07769633507853,62,"{Has.Used.Spreadsheet=No,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1469",0.146987951807229,0.495934959349593,1.07755501638786,61,"{Uses.Computer.At.Relatives.House=Yes,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=Maybe}"
"981",0.195180722891566,0.301115241635688,1.07726573516216,81,"{Uses.Computer.At.Library=No,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Yes}"
"1234",0.139759036144578,0.495726495726496,1.07710207186647,58,"{Has.Used.Games=Yes,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"40",0.228915662650602,0.28023598820059,1.07683273243745,95,"{Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=No}"
"560",0.228915662650602,0.28023598820059,1.07683273243745,95,"{Year=2019,
Uses.Computer.At.Home=Yes} ","{Would.Enroll.In.CS=No}"
"1375",0.127710843373494,0.495327102803738,1.076234280961,53,"{CS.Uses.Little.Math=No,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"113",0.253012048192771,0.495283018867925,1.07613849649313,105,"{Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1573",0.253012048192771,0.495283018867925,1.07613849649313,105,"{Year=2019,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1650",0.253012048192771,0.495283018867925,1.07613849649313,105,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Has.Used.Image.Editor=No} ","{Would.Enroll.In.CS=Maybe}"
"1466",0.125301204819277,0.495238095238095,1.07604088755921,52,"{Uses.Computer.At.Relatives.House=Yes,
CS.Uses.Little.Math=No} ","{Would.Enroll.In.CS=Maybe}"
"637",0.110843373493976,0.300653594771242,1.07561415370746,46,"{Has.Used.Text.Editor=Yes,
Has.Used.Spreadsheet=Yes} ","{Would.Enroll.In.CS=Yes}"
"753",0.110843373493976,0.300653594771242,1.07561415370746,46,"{Has.Used.Games=Yes,
CS.Work.Has.Long.Hours=Maybe} ","{Would.Enroll.In.CS=Yes}"
"1571",0.236144578313253,0.494949494949495,1.07541382410492,98,"{Has.Used.Internet=Yes,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"107",0.231325301204819,0.494845360824742,1.07518756409564,96,"{CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1142",0.11566265060241,0.494845360824742,1.07518756409564,48,"{Has.Used.Text.Editor=Yes,
CS.Uses.Little.Math=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1398",0.231325301204819,0.494845360824742,1.07518756409564,96,"{Year=2019,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"301",0.113253012048193,0.279761904761905,1.07501102292769,47,"{Has.Used.Image.Editor=No,
Has.Used.Spreadsheet=No} ","{Would.Enroll.In.CS=No}"
"32",0.209638554216867,0.279742765273312,1.0749374776706,87,"{CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=No}"
"460",0.209638554216867,0.279742765273312,1.0749374776706,87,"{Year=2019,
CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=No}"
"542",0.192771084337349,0.27972027972028,1.07485107485107,80,"{Uses.Computer.At.Home=Yes,
Has.Used.Email=Yes} ","{Would.Enroll.In.CS=No}"
"1010",0.197590361445783,0.3003663003663,1.07458633320702,82,"{Uses.Computer.At.Library=No,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Yes}"
"1690",0.219277108433735,0.494565217391304,1.07457887548372,91,"{Has.Used.Database=No,
CS.Uses.Little.Math=No} ","{Would.Enroll.In.CS=Maybe}"
"1764",0.219277108433735,0.494565217391304,1.07457887548372,91,"{Uses.Computer.At.Friends.House=No,
Has.Used.Games=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1256",0.108433734939759,0.494505494505495,1.07444911109833,45,"{Has.Used.Image.Editor=No,
CS.Work.Has.Long.Hours=No} ","{Would.Enroll.In.CS=Maybe}"
"145",0.103614457831325,0.494252873563218,1.07390022266354,43,"{Uses.Computer.At.School=Yes,
Has.Used.Social.Network=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1201",0.103614457831325,0.494252873563218,1.07390022266354,43,"{Has.Used.Spreadsheet=Yes,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"1230",0.103614457831325,0.494252873563218,1.07390022266354,43,"{Has.Used.Spreadsheet=No,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"454",0.183132530120482,0.279411764705882,1.07366557734205,76,"{Has.Used.For.Creating.Web.Pages=No,
CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=No}"
"1483",0.202409638554217,0.494117647058824,1.07360640591315,84,"{Uses.Computer.At.Relatives.House=Yes,
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=Maybe}"
"1561",0.2,0.494047619047619,1.07345425081027,83,"{Most.CS.Students.Are.Male=Yes,
CS.Enables.Interdisciplinary.Experiences=Yes} ","{Would.Enroll.In.CS=Maybe}"
"432",0.166265060240964,0.279352226720648,1.07343679712101,69,"{Uses.Computer.At.Lan.House=No,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=No}"
"380",0.149397590361446,0.279279279279279,1.07315648982316,62,"{Educational.Stage=High School (10th Grade),
Has.Used.For.Creating.Web.Pages=No} ","{Would.Enroll.In.CS=No}"
"203",0.103614457831325,0.279220779220779,1.0729316979317,43,"{Uses.Computer.At.Library=No,
CS.Provides.Good.Wages=Yes} ","{Would.Enroll.In.CS=No}"
"1385",0.190361445783133,0.49375,1.07280759162304,79,"{Uses.Computer.At.School=No,
CS.Requires.Knowledge.In.Computers=Yes} ","{Would.Enroll.In.CS=Maybe}"
"102",0.187951807228916,0.493670886075949,1.07263569487706,78,"{CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1250",0.187951807228916,0.493670886075949,1.07263569487706,78,"{Year=2019,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1387",0.185542168674699,0.493589743589744,1.07245939052222,77,"{CS.Requires.Knowledge.In.Computers=Yes,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=Maybe}"
"452",0.173493975903614,0.27906976744186,1.07235142118863,72,"{Has.Used.Database=No,
CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=No}"
"1249",0.175903614457831,0.493243243243243,1.0717065232772,73,"{Uses.Computer.At.Digital.Inclusion.Center=No,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"116",0.260240963855422,0.493150684931507,1.07150541490354,108,"{Has.Used.Image.Editor=No} ","{Would.Enroll.In.CS=Maybe}"
"1651",0.260240963855422,0.493150684931507,1.07150541490354,108,"{Year=2019,
Has.Used.Image.Editor=No} ","{Would.Enroll.In.CS=Maybe}"
"1245",0.171084337349398,0.493055555555556,1.07129872018615,71,"{Uses.Computer.At.Work=No,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"457",0.192771084337349,0.278745644599303,1.07110594915473,80,"{Has.Used.Social.Network=Yes,
CS.Only.Teaches.To.Use.Software=No} ","{Would.Enroll.In.CS=No}"
"863",0.113253012048193,0.299363057324841,1.07099714473973,47,"{Has.Used.Spreadsheet=No,
Higher.Education.Required.To.Work.In.CS=Yes} ","{Would.Enroll.In.CS=Yes}"
"1318",0.166265060240964,0.492857142857143,1.07086761406133,69,"{Has.Used.Other.Softwares=No,
CS.Has.Low.Employability=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1322",0.166265060240964,0.492857142857143,1.07086761406133,69,"{CS.Has.Low.Employability=Maybe,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=Maybe}"
"677",0.106024096385542,0.299319727891156,1.07084212995543,44,"{Uses.Computer.At.Home=Yes,
CS.Has.Low.Employability=No} ","{Would.Enroll.In.CS=Yes}"
"1004",0.175903614457831,0.299180327868852,1.07034341435839,73,"{Uses.Computer.At.School=No,
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=Yes}"
"1932",0.397590361445783,0.492537313432836,1.07017269672579,165,"{Has.Used.For.Creating.Web.Pages=No,
Has.Used.For.Development=No} ","{Would.Enroll.In.CS=Maybe}"
"1242",0.156626506024096,0.492424242424242,1.0699270188799,65,"{Has.Used.Database=No,
CS.Is.Prestigious=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"481",0.171084337349398,0.27843137254902,1.06989832970225,71,"{Has.Used.Email=Yes,
Has.Used.Other.Softwares=No} ","{Would.Enroll.In.CS=No}"
"240",0.118072289156627,0.278409090909091,1.06981271043771,49,"{Uses.Computer.At.Library=No,
CS.Work.Has.Long.Hours=Maybe} ","{Would.Enroll.In.CS=No}"
"1263",0.15421686746988,0.492307692307692,1.06967378171567,64,"{Uses.Computer.At.Lan.House=No,
CS.Work.Has.Long.Hours=No} ","{Would.Enroll.In.CS=Maybe}"
"1022",0.195180722891566,0.298892988929889,1.06931543453366,81,"{Uses.Computer.At.School=No,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Yes}"
"87",0.257831325301205,0.298882681564246,1.0692785590445,107,"{Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=Yes}"
"1087",0.257831325301205,0.298882681564246,1.0692785590445,107,"{Year=2019,
Uses.Computer.At.Library=No} ","{Would.Enroll.In.CS=Yes}"
"1155",0.146987951807229,0.491935483870968,1.06886505657828,61,"{Uses.Computer.At.Digital.Inclusion.Center=No,
CS.Uses.Little.Math=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"1191",0.146987951807229,0.491935483870968,1.06886505657828,61,"{Uses.Computer.At.Friends.House=Yes,
Has.Used.Database=No} ","{Would.Enroll.In.CS=Maybe}"
"1568",0.216867469879518,0.491803278688525,1.0685778044803,90,"{Uses.Computer.At.Work=No,
Most.CS.Students.Are.Male=Yes} ","{Would.Enroll.In.CS=Maybe}"
"372",0.137349397590361,0.278048780487805,1.06842818428184,57,"{Educational.Stage=High School (10th Grade),
Has.Used.Text.Editor=Yes} ","{Would.Enroll.In.CS=No}"
"414",0.137349397590361,0.278048780487805,1.06842818428184,57,"{Uses.Computer.At.Friends.House=No,
CS.Fosters.Creativity=Yes} ","{Would.Enroll.In.CS=No}"
"1666",0.214457831325301,0.49171270718232,1.06838101298776,89,"{Uses.Computer.At.Home=Yes,
CS.Provides.Good.Wages=Maybe} ","{Would.Enroll.In.CS=Maybe}"
"641",0.103614457831325,0.298611111111111,1.06830699233716,43,"{Uses.Computer.At.Digital.Inclusion.Center=No,
Has.Used.Spreadsheet=Yes} ","{Would.Enroll.In.CS=Yes}"
"862",0.103614457831325,0.298611111111111,1.06830699233716,43,"{Educational.Stage=High School (10th Grade),
Higher.Education.Required.To.Work.In.CS=Yes} ","{Would.Enroll.In.CS=Yes}"
